date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:02	228759/228759	---M-Z	200	added ('OK')	text/html	etag:%2237d97-638da4dd13472-gzip%22	https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001	themesdesign.in/chaton/layouts/index6bba.html	(from )
12:44:03	278/278	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Jul%202025%2009:14:03%20GMT	https://themesdesign.in/robots.txt		(from )
12:44:04	103656/103656	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22194e8-638da4dcbf4ad%22	https://themesdesign.in/chaton/layouts/assets/images/favicon.ico	themesdesign.in/chaton/layouts/assets/images/favicon.ico	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:04	13746/13746	---M-Z	200	added ('OK')	text/css	etag:%2235b2-638da4dd02ad1-gzip%22	https://themesdesign.in/chaton/layouts/assets/libs/glightbox/css/glightbox.min.css	themesdesign.in/chaton/layouts/assets/libs/glightbox/css/glightbox.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:05	9216/9216	---M-Z	200	added ('OK')	text/css	etag:%222400-638da4dcfec51-gzip%22	https://themesdesign.in/chaton/layouts/assets/libs/@simonwep/pickr/themes/nano.min.css	themesdesign.in/chaton/layouts/assets/libs/@simonwep/pickr/themes/nano.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:06	15180/15180	---M-Z	200	added ('OK')	text/css	etag:%223b4c-638da4dd11532-gzip%22	https://themesdesign.in/chaton/layouts/assets/libs/swiper/swiper-bundle.min.css	themesdesign.in/chaton/layouts/assets/libs/swiper/swiper-bundle.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:07	299495/299495	---M-Z	200	added ('OK')	text/css	etag:%22491e7-638da4dc83b8a-gzip%22	https://themesdesign.in/chaton/layouts/assets/css/bootstrap.min.css	themesdesign.in/chaton/layouts/assets/css/bootstrap.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:09	380945/380945	---MCZ	200	added ('OK')	text/css	etag:%225d011-638da4dc85aca-gzip%22	https://themesdesign.in/chaton/layouts/assets/css/icons.min.css	themesdesign.in/chaton/layouts/assets/css/icons.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:10	38424/38424	---M-Z	200	added ('OK')	text/css	etag:%229618-638da4dc81c4a-gzip%22	https://themesdesign.in/chaton/layouts/assets/css/app.min.css	themesdesign.in/chaton/layouts/assets/css/app.min.css	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:10	228759/228759	---M-Z	200	added ('OK')	text/html	etag:%2237d97-638da4dd13472-gzip%22	https://themesdesign.in/chaton/layouts/index.html	themesdesign.in/chaton/layouts/index.html	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:11	1827/1827	---M--	200	added ('OK')	image/png	etag:%22723-638da4dcbf4ad%22	https://themesdesign.in/chaton/layouts/assets/images/logo.png	themesdesign.in/chaton/layouts/assets/images/logo.png	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
